bds,ba,sqft,address,zip_code,built_year,heating,cooling,parking,appliances,sold_time,sold_price,list_time,list_price,listing_sold_time_diff,sold_year,sold_month,sold_day,price_percent_change,view_city,view_mountain,view_park,view_water,type_Apartment,type_Condo,type_Multiple Occupancy,type_Other,type_Residential,type_Single Family,type_Townhouse,type_Vacant Land
1,1,860,101 W 79th St APT 6G,10024,1986,,,Garage - Attached,"Appliances included: Dryer, Washer",2020-06-29 00:00:00,1325000,2020-01-09 00:00:00,1350000,172,2020,6,29,-0.018518518518518517,0,0,0,0,0,1,0,0,0,0,0,0
1,2,894,101 W 79th St APT 6E,10024,1986,,,0 spaces,"Appliances included: Dishwasher, Dryer, Washer",2020-06-17 00:00:00,1200500,2019-06-01 00:00:00,1325000,382,2020,6,17,-0.0939622641509434,0,0,0,0,0,1,0,0,0,0,0,0
1,1,554,219 W 81st St APT 5C,10024,1912,,,0 spaces,,2020-06-09 00:00:00,800000,,,,2020,6,9,,0,0,0,0,0,0,1,0,0,0,0,0
,,12090,304 W 88th St APT 2B,10024,1921,,,0 spaces,,2020-05-28 00:00:00,580000,,,,2020,5,28,,0,0,0,0,0,1,0,0,0,0,0,0
,,55120,32 W 82nd St APT 2D,10024,1926,,,0 spaces,,2020-04-06 00:00:00,275000,,,,2020,4,6,,0,0,0,0,0,1,0,0,0,0,0,0
3,3,,300 Central Park #5K,10024,1930,,,0 spaces,,2020-04-02 00:00:00,2795000,,,,2020,4,2,,0,0,0,0,0,1,0,0,0,0,0,0
,,,262 Central Park #13F,10024,1927,,,0 spaces,,2020-03-17 00:00:00,5350000,,,,2020,3,17,,0,0,0,0,0,1,0,0,0,0,0,0
3,3,2000,50 Riverside Dr APT 8D,10024,1930,,,0 spaces,,2020-03-15 00:00:00,2300000,,,,2020,3,15,,0,0,0,0,0,1,0,0,0,0,0,0
2,1,,170 W 89th St APT 5A,10024,1910,,,0 spaces,,2020-03-02 00:00:00,800000,,,,2020,3,2,,0,0,0,0,0,1,0,0,0,0,0,0
3,,,334 W 86th St APT 3A,10024,1924,,,0 spaces,,2020-03-01 00:00:00,2660000,,,,2020,3,1,,0,0,0,0,0,1,0,0,0,0,0,0
3,3,600613,211 Central Park W #5H,10024,1929,,,0 spaces,"Appliances included: Dishwasher, Dryer, Washer",2020-02-27 00:00:00,3500000,2019-10-06 00:00:00,3600000,144,2020,2,27,-0.027777777777777776,0,0,0,0,0,1,0,0,0,0,0,0
2,1,1250,320 W 87th St APT 9W2,10024,1912,,,Covered,,2020-02-25 00:00:00,799999,2019-05-02 00:00:00,799999,299,2020,2,25,0.0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,,411 W End Ave APT 12E,10024,1936,,,0 spaces,,2020-02-12 00:00:00,1120000,2019-08-06 00:00:00,1299000,190,2020,2,12,-0.13779830638953042,0,0,0,0,0,1,0,0,0,0,0,0
2,2,,164 W 79th St APT 1A,10024,1925,,,0 spaces,Appliances included: Dishwasher,2020-02-11 00:00:00,1350000,2019-09-05 00:00:00,1395000,159,2020,2,11,-0.03225806451612903,0,0,0,0,0,1,0,0,0,0,0,0
1,1,700,302 W 79th St #5D,10024,1905,,,0 spaces,,2020-02-09 00:00:00,624000,,,,2020,2,9,,0,0,0,0,0,1,0,0,0,0,0,0
3,2,,465 W End Ave #11D,10024,1911,,,0 spaces,,2020-02-05 00:00:00,1650000,,,,2020,2,5,,0,0,0,0,0,1,0,0,0,0,0,0
,,,254 W 82nd St APT 3A,10024,1910,,,0 spaces,,2020-01-29 00:00:00,1865000,,,,2020,1,29,,0,0,0,0,0,1,0,0,0,0,0,0
4,,,200 W 86th St #PENTHOUSE,10024,1931,,,0 spaces,,2020-01-27 00:00:00,5400000,,,,2020,1,27,,0,0,0,0,0,1,0,0,0,0,0,0
3,4,,15 W 81st St #5B,10024,1930,,,0 spaces,"Appliances included: Dishwasher, Dryer, Washer",2020-01-15 00:00:00,4900000,2018-09-24 00:00:00,5650000,478,2020,1,15,-0.13274336283185842,0,0,0,0,0,1,0,0,0,0,0,0
,,226556,200 W 79th St APT 18P,10024,1975,,,0 spaces,,2020-01-13 00:00:00,726500,,,,2020,1,13,,0,0,0,0,0,1,0,0,0,0,0,0
,,100964,661 Amsterdam Ave,10025,1940,,,0 spaces,,2021-01-06 00:00:00,515000,,,,2021,1,6,,0,0,0,0,0,1,0,0,0,0,0,0
2,2,,375 Riverside Dr APT 5E,10025,1922,,,0 spaces,,2020-12-27 00:00:00,1325000,,,,2020,12,27,,0,0,0,0,0,1,0,0,0,0,0,0
1,1,,875 W End Ave #7D,10025,1924,,,0 spaces,Appliances included: Dishwasher,2020-12-17 00:00:00,785000,2020-03-04 00:00:00,895000,288,2020,12,17,-0.12290502793296089,0,0,0,0,0,1,0,0,0,0,0,0
,,36045,239 W 108th St,10025,1925,,,0 spaces,,2020-12-10 00:00:00,770000,,,,2020,12,10,,0,0,0,0,0,1,0,0,0,0,0,0
2,1,151912,395 Riverside Dr,10025,1929,,,0 spaces,,2020-11-24 00:00:00,1125000,2017-03-10 00:00:00,1350000,1355,2020,11,24,-0.16666666666666666,0,0,0,0,0,1,0,0,0,0,0,0
,,20272,203-205 W 98th St,10025,1920,,,0 spaces,,2020-11-09 00:00:00,585000,,,,2020,11,9,,0,0,0,0,0,1,0,0,0,0,0,0
,,818,905 W End Ave #24B,10025,1962,,,0 spaces,,2020-11-05 00:00:00,9057750,,,,2020,11,5,,0,0,0,0,0,1,0,0,0,0,0,0
2,1,925,100 W 94th St APT 19F,10025,1966,,,0 spaces,Appliances included: Dishwasher,2020-10-20 00:00:00,999000,2020-05-10 00:00:00,995000,163,2020,10,20,0.004020100502512563,0,0,0,0,0,1,0,0,0,0,0,0
2,1,821,50 W 106th St APT 4D,10025,1928,,,Covered,Appliances included: Dishwasher,2020-10-12 00:00:00,745000,2020-05-12 00:00:00,800000,153,2020,10,12,-0.06875,0,0,0,0,0,1,0,0,0,0,0,0
2,1,850,314 W 100th St APT 85,10025,1910,,,0 spaces,"Appliances included: Dishwasher, Dryer, Washer",2020-10-06 00:00:00,1065000,2020-05-11 00:00:00,1199999,148,2020,10,6,-0.11249926041605035,0,0,0,0,0,1,0,0,0,0,0,0
2,1,800,242 W 104th St #1RE,10025,1925,,,0 spaces,,2020-09-30 00:00:00,550000,,,,2020,9,30,,0,0,0,0,0,1,0,0,0,0,0,0
,1,270,310 Riverside Dr APT 419,10025,1929,,,0 spaces,,2020-09-23 00:00:00,385000,,,,2020,9,23,,0,0,0,0,0,1,0,0,0,0,0,0
,,55404,150 W 95th St,10025,1925,,,0 spaces,,2020-09-13 00:00:00,1380000,,,,2020,9,13,,0,0,0,0,0,1,0,0,0,0,0,0
,,,360 Riverside Dr #3CD,10025,1917,,,0 spaces,,2020-09-09 00:00:00,610000,,,,2020,9,9,,0,0,0,0,0,1,0,0,0,0,0,0
,,,244 Riverside Dr APT 5E,10025,1900,,,0 spaces,,2020-08-23 00:00:00,115000,,,,2020,8,23,,0,0,0,0,0,1,0,0,0,0,0,0
2,,,322 Central Park W #4C,10025,1926,,,0 spaces,,2020-08-20 00:00:00,2350000,,,,2020,8,20,,0,0,0,0,0,1,0,0,0,0,0,0
3,3,100316,7 W 96th St,10025,1931,,,0 spaces,,2020-07-23 00:00:00,1575000,,,,2020,7,23,,1,0,0,0,0,1,0,0,0,0,0,0
3,3,1900,755-759 W End Ave,10025,1925,,,None,"Appliances included: Dishwasher, Dryer, Freezer, Microwave, Range / Oven, Refrigerator, Washer",2020-07-09 00:00:00,1800000,,,,2020,7,9,,0,0,0,1,0,1,0,0,0,0,0,0
2,2,1500,300 W 108th St APT 14A,10025,1924,,,0 spaces,"Appliances included: Range / Oven, Refrigerator, Washer",2020-06-30 00:00:00,2100000,2020-01-27 00:00:00,1950000,155,2020,6,30,0.07692307692307693,0,0,0,1,0,1,0,0,0,0,0,0
,,,310 W 99th St APT 806,10025,1920,,,0 spaces,,2020-06-29 00:00:00,7250000,,,,2020,6,29,,0,0,0,0,0,1,0,0,0,0,0,0
,,,310 W 99th St APT 401,10025,1920,,,0 spaces,,2020-06-29 00:00:00,7250000,,,,2020,6,29,,0,0,0,0,0,1,0,0,0,0,0,0
,1,600,392 Central Park W APT 18E,10025,1960,,,Covered,Other interior features,2020-06-28 00:00:00,755000,2019-01-31 00:00:00,979000,514,2020,6,28,-0.22880490296220635,0,0,0,0,0,1,0,0,0,0,0,0
,1,500,127 W 96th St APT 11C,10025,1930,,,"On-street, Garage",Other interior features,2020-06-23 00:00:00,475000,2020-02-13 00:00:00,489000,131,2020,6,23,-0.028629856850715747,1,0,0,0,0,0,0,0,0,1,0,0
2,1,892,220 Manhattan Ave APT 7H,10025,1989,,,0 spaces,Appliances included: Dishwasher,2020-06-17 00:00:00,830000,2020-01-20 00:00:00,925000,149,2020,6,17,-0.10270270270270271,0,0,0,0,0,1,0,0,0,0,0,0
1,1,720,124 W 93rd St APT 5F,10025,1925,"Natural Gas, Oil, Hot Water",Window Unit(s),"Parking Lot, No Garage, On Street",,2020-06-02 00:00:00,879000,2020-01-09 00:00:00,879000,145,2020,6,2,0.0,0,0,0,0,0,0,0,0,1,0,0,0
4,2,1700,532 W 111th St APT 77,10025,1910,,,0 spaces,,2020-06-02 00:00:00,1850000,,,,2020,6,2,,0,0,0,0,0,1,0,0,0,0,0,0
1,1,600,606 W 113th St APT 1A,10025,1925,,,0 spaces,Appliances included: Dishwasher,2020-05-31 00:00:00,518000,2020-01-14 00:00:00,529000,138,2020,5,31,-0.020793950850661626,0,0,0,0,0,1,0,0,0,0,0,0
,,,175 W 93rd St APT 7F,10025,1929,,,0 spaces,,2020-05-20 00:00:00,468267,,,,2020,5,20,,0,0,0,0,0,1,0,0,0,0,0,0
,,978,169 W 95th St #11B,10025,1971,,,0 spaces,,2020-05-11 00:00:00,1385000,,,,2020,5,11,,0,0,0,0,0,1,0,0,0,0,0,0
1,1,,370 Central Park W APT 305,10025,1918,,,0 spaces,,2020-05-05 00:00:00,620000,,,,2020,5,5,,0,0,0,0,0,1,0,0,0,0,0,0
,,,2790 Broadway APT 6K,10025,1930,,,0 spaces,,2020-05-03 00:00:00,440000,,,,2020,5,3,,0,0,0,0,0,1,0,0,0,0,0,0
2,2,1100,7 W 96th St APT 9E,10025,1931,,,0 spaces,Appliances included: Dishwasher,2020-04-27 00:00:00,1072000,2019-09-25 00:00:00,1195000,215,2020,4,27,-0.10292887029288703,1,0,1,0,0,1,0,0,0,0,0,0
2,3,,322 Central Park W #6C,10025,1926,,,0 spaces,"Appliances included: Dryer, Washer",2020-04-12 00:00:00,2450000,2019-07-07 00:00:00,2895000,280,2020,4,12,-0.153713298791019,0,0,0,0,0,1,0,0,0,0,0,0
,,512,169 W 95th St #17J,10025,1971,,,0 spaces,,2020-03-30 00:00:00,830000,,,,2020,3,30,,0,0,0,0,0,1,0,0,0,0,0,0
1,1,683,215 W 95th St APT 9J,10025,1987,,,Covered,,2020-03-25 00:00:00,850000,2019-08-11 00:00:00,875000,227,2020,3,25,-0.02857142857142857,0,0,0,0,0,1,0,0,0,0,0,0
1,1,201723,441 Central Park W #14C,10025,1930,,,0 spaces,,2020-03-11 00:00:00,950000,2019-09-17 00:00:00,1150000,176,2020,3,11,-0.17391304347826086,0,0,0,0,0,1,0,0,0,0,0,0
1,1,622,420 Central Park W APT 5J,10025,1941,,,0 spaces,Appliances included: Dishwasher,2020-03-10 00:00:00,770000,2019-12-19 00:00:00,799000,82,2020,3,10,-0.03629536921151439,0,0,0,0,0,1,0,0,0,0,0,0
2,2,1400,255 W 98th St APT 3A,10025,1906,,,0 spaces,Appliances included: Dishwasher,2020-02-18 00:00:00,1450000,2019-09-25 00:00:00,1599000,146,2020,2,18,-0.09318323952470293,0,0,0,0,0,1,0,0,0,0,0,0
2,,1330,455 Central Park W APT 20B,10025,2002,Forced air,Other,Garage - Attached,Other interior features,2020-02-18 00:00:00,2650000,2013-07-11 00:00:00,1930000,2413,2020,2,18,0.37305699481865284,0,0,0,0,0,0,1,0,0,0,0,0
,1,475,308 W 103rd St APT 2D,10025,1964,,,0 spaces,Appliances included: Dishwasher,2020-02-17 00:00:00,390000,2019-07-09 00:00:00,485000,223,2020,2,17,-0.1958762886597938,0,0,0,0,0,1,0,0,0,0,0,0
,,,13 W 106th St APT A,10025,1920,,,0 spaces,,2020-02-12 00:00:00,100000,,,,2020,2,12,,0,0,0,0,0,1,0,0,0,0,0,0
3,2,,160 W 95th St APT 8D,10025,1914,,,0 spaces,,2020-02-12 00:00:00,1610000,,,,2020,2,12,,0,0,0,0,0,1,0,0,0,0,0,0
,,,244 Riverside Dr APT 5F,10025,1900,,,0 spaces,,2020-01-27 00:00:00,250000,,,,2020,1,27,,0,0,0,0,0,1,0,0,0,0,0,0
,,,200 W 108th St APT 17B,10025,1929,,,0 spaces,,2020-01-26 00:00:00,600000,,,,2020,1,26,,0,0,0,0,0,1,0,0,0,0,0,0
1,1,650,57 W 93rd St APT 6E,10025,1926,,None,None,,2020-01-22 00:00:00,640000,,,,2020,1,22,,0,0,0,0,1,0,0,0,0,0,0,0
,,3400,135 W 94th St,10025,1910,,,On-street,,2020-01-22 00:00:00,2300000,,,,2020,1,22,,0,0,0,0,0,0,1,0,0,0,0,0
,1,,214 Riverside Dr APT 401,10025,1901,,,0 spaces,Appliances included: Dishwasher,2020-01-13 00:00:00,382500,2019-08-15 00:00:00,385000,151,2020,1,13,-0.006493506493506494,0,0,0,0,0,1,0,0,0,0,0,0
,1,533,425 Main St APT 10L,10044,2007,Forced air,Other,None,"Appliances included: Dishwasher, Dryer, Washer",2020-02-18 00:00:00,605000,2019-10-09 00:00:00,624000,132,2020,2,18,-0.030448717948717948,0,0,0,0,0,0,1,0,0,0,0,0
1,,972,531 Main St APT 411,10044,,,,0 spaces,,2020-02-09 00:00:00,620000,,,,2020,2,9,,0,0,0,0,0,1,0,0,0,0,0,0
3,2,276481,315 E 72nd St APT 14L,10021,1958,,,Covered,Appliances included: Dishwasher,2020-12-28 00:00:00,1575000,2020-02-05 00:00:00,1895000,327,2020,12,28,-0.16886543535620052,0,0,0,0,0,1,0,0,0,0,0,0
2,2,,360 E 72nd St APT C3002,10021,1963,,,0 spaces,,2020-12-02 00:00:00,1349000,,,,2020,12,2,,0,0,0,0,0,1,0,0,0,0,0,0
,,,230 E 73rd St #9D,10021,1937,,,0 spaces,,2020-11-18 00:00:00,2357000,,,,2020,11,18,,0,0,0,0,0,1,0,0,0,0,0,0
4,,,190 E 72nd St APT 25D,10021,1962,,,0 spaces,,2020-11-12 00:00:00,1350000,,,,2020,11,12,,0,0,0,0,0,1,0,0,0,0,0,0
2,2,,155 E 73rd St APT 7A,10021,1923,,,0 spaces,Appliances included: Dishwasher,2020-11-04 00:00:00,900000,2019-11-14 00:00:00,999000,356,2020,11,4,-0.0990990990990991,0,0,0,0,0,1,0,0,0,0,0,0
,1,,930 5th Ave APT 9J,10021,1940,,,0 spaces,,2020-10-22 00:00:00,500000,,,,2020,10,22,,0,0,0,0,0,1,0,0,0,0,0,0
,,101415,164-172 E 72nd St,10021,1926,,,0 spaces,,2020-09-16 00:00:00,4225000,,,,2020,9,16,,0,0,0,0,0,1,0,0,0,0,0,0
2,2,1025,330 E 75th St APT 14C,10021,1985,,Central,Garage - Attached,Other interior features,2020-09-02 00:00:00,1267812,2020-06-04 00:00:00,1450000,90,2020,9,2,-0.12564689655172415,0,0,0,0,0,1,0,0,0,0,0,0
1,1,1000,225 E 74th St APT 6P,10021,1937,,,0 spaces,Appliances included: Dishwasher,2020-08-10 00:00:00,965000,2019-11-05 00:00:00,995000,279,2020,8,10,-0.03015075376884422,0,0,0,0,1,0,0,0,0,0,0,0
1,1,81000,520 E 76th St APT 2E,10021,1964,,Central,0 spaces,Other interior features,2020-07-27 00:00:00,472000,2019-07-25 00:00:00,525000,368,2020,7,27,-0.10095238095238095,0,0,0,0,0,1,0,0,0,0,0,0
,1,469,524 E 72nd St APT 24G,10021,1988,,Central,0 spaces,Other interior features,2020-07-26 00:00:00,530000,2019-09-06 00:00:00,600000,324,2020,7,26,-0.11666666666666667,0,0,0,0,0,1,0,0,0,0,0,0
3,2,1350,225 E 74th St APT 1E,10021,1938,,,Covered,"Appliances included: Dishwasher, Dryer, Washer",2020-07-20 00:00:00,1650000,2018-10-17 00:00:00,1900000,642,2020,7,20,-0.13157894736842105,1,0,0,0,0,1,0,0,0,0,0,0
1,1,9590,6 E 76th St,10021,1920,,,0 spaces,,2020-07-16 00:00:00,1857000,,,,2020,7,16,,0,0,0,0,0,1,0,0,0,0,0,0
,,188446,520 E 72nd St APT 12E,10021,1964,,,0 spaces,,2020-07-07 00:00:00,400000,,,,2020,7,7,,0,0,0,0,0,1,0,0,0,0,0,0
,1,500,123 E 75th St #11-A,10021,1962,,,0 spaces,,2020-06-28 00:00:00,457500,,,,2020,6,28,,0,0,0,0,0,1,0,0,0,0,0,0
,1,447,1420 York Ave APT 7P,10021,1956,,,0 spaces,,2020-06-02 00:00:00,450000,2019-12-14 00:00:00,475000,171,2020,6,2,-0.05263157894736842,0,0,0,0,0,1,0,0,0,0,0,0
,,117892,1040 Lexington Ave,10021,1929,,,0 spaces,,2020-05-14 00:00:00,2998000,,,,2020,5,14,,0,0,0,0,0,1,0,0,0,0,0,0
1,1,825,345 E 73rd St APT 1G,10021,1961,,,Covered,Appliances included: Dishwasher,2020-05-11 00:00:00,547500,2019-09-17 00:00:00,599000,237,2020,5,11,-0.08597662771285476,1,0,0,0,0,1,0,0,0,0,0,0
,,,829 Park Ave,10021,1930,,,0 spaces,,2020-04-08 00:00:00,150000,,,,2020,4,8,,0,0,0,0,0,1,0,0,0,0,0,0
1,1,,520 E 76th St APT 10G,10021,1964,Gas,Central,Off-street,"Appliances included: Dishwasher, Dryer, Freezer, Microwave, Range / Oven, Refrigerator, Washer",2020-03-10 00:00:00,618000,2019-09-25 00:00:00,618000,167,2020,3,10,0.0,1,0,0,1,0,1,0,0,0,0,0,0
1,1,950,215 E 73rd St #8F,10021,1930,,,Covered,"Appliances included: Dishwasher, Freezer, Microwave, Range / Oven, Refrigerator",2020-03-09 00:00:00,915000,2019-09-04 00:00:00,995000,187,2020,3,9,-0.08040201005025126,1,0,0,0,0,1,0,0,0,0,0,0
1,1,769,343 E 74th St APT 8C,10021,1987,"Forced air, Other, Gas",Central,Garage - Attached,"Appliances included: Dishwasher, Dryer, Microwave, Washer",2020-03-02 00:00:00,728000,2019-04-11 00:00:00,820000,326,2020,3,2,-0.11219512195121951,0,0,0,0,0,1,0,0,0,0,0,0
1,1,750,225 E 76th St APT 2F,10021,1962,,,Covered,Appliances included: Dishwasher,2020-02-13 00:00:00,530000,2019-09-05 00:00:00,550000,161,2020,2,13,-0.03636363636363636,1,0,0,0,0,1,0,0,0,0,0,0
,,,150 E 69th St UNIT 12/14,10021,1959,,,0 spaces,,2020-02-10 00:00:00,7777000,,,,2020,2,10,,0,0,0,0,0,1,0,0,0,0,0,0
3,3,1484,400 E 70th St APT 2305,10021,1984,,Central,0 spaces,Other interior features,2020-02-09 00:00:00,1940000,2019-03-05 00:00:00,2380000,341,2020,2,9,-0.18487394957983194,0,0,0,0,0,1,0,0,0,0,0,0
1,2,,880 5th Ave APT 14C,10021,1948,,Central,0 spaces,See more facts and features,2020-02-09 00:00:00,2200000,2019-04-28 00:00:00,2495000,287,2020,2,9,-0.11823647294589178,0,0,1,0,0,1,0,0,0,0,0,0
1,1,800,230 E 73rd St #1G,10021,1937,,,0 spaces,Appliances included: Dishwasher,2020-01-27 00:00:00,660000,2019-09-04 00:00:00,745000,145,2020,1,27,-0.11409395973154363,0,0,0,0,0,1,0,0,0,0,0,0
,1,420,210 E 73rd St #7D,10021,1929,,,None,"Appliances included: Freezer, Range / Oven, Refrigerator",2020-01-14 00:00:00,405000,2018-11-08 00:00:00,450000,432,2020,1,14,-0.1,0,0,0,0,0,1,0,0,0,0,0,0
,,22812,534-538 E 84th St,10028,1910,,,0 spaces,,2020-11-24 00:00:00,285000,,,,2020,11,24,,0,0,0,0,0,1,0,0,0,0,0,0
1,1,7625,1645 York Ave,10028,1920,,,"Garage - Attached, Garage - Detached","Appliances included: Dishwasher, Washer",2020-10-27 00:00:00,275000,,,,2020,10,27,,0,0,0,0,1,0,0,0,0,0,0,0
1,1,33500,431 E 86th St,10028,1910,,Wall,0 spaces,Other interior features,2020-10-21 00:00:00,651000,,,,2020,10,21,,0,0,0,0,0,1,0,0,0,0,0,0
2,2,,50 E 83rd St #3/4,10028,1920,,,Covered,Appliances included: Dishwasher,2020-10-18 00:00:00,1450000,2020-06-27 00:00:00,1495000,113,2020,10,18,-0.030100334448160536,0,0,0,0,0,1,0,0,0,0,0,0
3,3,2300,1441 Third Avenue #PENTHOUSE,10028,,,,0 spaces,,2020-10-05 00:00:00,2895000,,,,2020,10,5,,0,0,0,0,0,1,0,0,0,0,0,0
,,1760,150 E 86th St #16G,10028,2007,,,0 spaces,,2020-09-16 00:00:00,3100000,,,,2020,9,16,,0,0,0,0,0,1,0,0,0,0,0,0
4,5,6745,1010 Park Ave,10028,2018,,Central,0 spaces,Other interior features,2020-08-31 00:00:00,5000000,2019-06-22 00:00:00,45000000,436,2020,8,31,-0.8888888888888888,0,0,0,0,0,0,0,0,0,1,0,0
,,,201 E 83rd St APT 15E,10028,1964,,,0 spaces,,2020-08-26 00:00:00,650000,,,,2020,8,26,,0,0,0,0,0,1,0,0,0,0,0,0
2,,,140 E 81st St APT 11E,10028,1928,,,0 spaces,,2020-08-25 00:00:00,1100000,,,,2020,8,25,,0,0,0,0,0,1,0,0,0,0,0,0
2,2,296940,75 E End Ave,10028,1960,,,"Garage, Garage - Attached, Covered",,2020-08-05 00:00:00,960000,2018-05-30 00:00:00,1075000,798,2020,8,5,-0.10697674418604651,0,0,0,0,0,1,0,0,0,0,0,0
,,51744,124-126 E 84th St,10028,1924,,,0 spaces,,2020-07-20 00:00:00,2900000,,,,2020,7,20,,0,0,0,0,0,1,0,0,0,0,0,0
2,1,,516 E 82nd St APT 2-R,10028,1920,,,0 spaces,,2020-07-19 00:00:00,495000,2020-01-27 00:00:00,489000,174,2020,7,19,0.012269938650306749,0,0,0,0,0,1,0,0,0,0,0,0
,,,1025 Park Ave APT 5BC,10028,1924,,,0 spaces,,2020-07-14 00:00:00,3000000,,,,2020,7,14,,0,0,0,0,0,1,0,0,0,0,0,0
3,3,59149,163 E 81st St APT 5A,10028,1927,,,0 spaces,"Appliances included: Dryer, Washer",2020-07-13 00:00:00,1650000,2019-11-05 00:00:00,1885000,251,2020,7,13,-0.1246684350132626,0,0,0,0,0,1,0,0,0,0,0,0
3,,,970 Park Ave #GFW,10028,1912,,,0 spaces,,2020-07-09 00:00:00,1614600,,,,2020,7,9,,0,0,0,0,0,1,0,0,0,0,0,0
3,4,,969 Park Ave #2A,10028,1911,,,0 spaces,,2020-03-23 00:00:00,2350000,,,,2020,3,23,,0,0,0,0,0,1,0,0,0,0,0,0
,,,151 E 83rd St APT 9D,10028,1929,,,0 spaces,,2020-02-24 00:00:00,1337500,,,,2020,2,24,,0,0,0,0,0,1,0,0,0,0,0,0
2,,,17 E 84th St APT 6B,10028,1925,,,0 spaces,,2020-02-09 00:00:00,1225000,,,,2020,2,9,,0,0,0,0,0,1,0,0,0,0,0,0
,,,941 Park Ave #1011B,10028,1927,,,0 spaces,,2020-02-05 00:00:00,6500000,,,,2020,2,5,,0,0,0,0,0,1,0,0,0,0,0,0
,,,530 E 86th St APT 14B,10028,1928,,,0 spaces,,2020-01-28 00:00:00,1850000,,,,2020,1,28,,0,0,0,0,0,1,0,0,0,0,0,0
,,224000,875 5th Ave,10065,1940,,,0 spaces,,2020-12-27 00:00:00,3200000,,,,2020,12,27,,0,0,0,0,0,1,0,0,0,0,0,0
2,1,107780,435-437 E 65th St,10065,1963,Other,,"Garage - Attached, On-street, Covered",Other interior features,2020-12-17 00:00:00,465000,2013-07-04 00:00:00,375000,2723,2020,12,17,0.24,0,0,0,0,1,0,0,0,0,0,0,0
3,3,,875 5th Ave #2D,10065,1940,,,0 spaces,"Appliances included: Dryer, Washer",2020-12-02 00:00:00,2300000,2019-10-16 00:00:00,2350000,413,2020,12,2,-0.02127659574468085,0,0,0,0,0,1,0,0,0,0,0,0
1,2,985,340 E 64th St APT 2A,10065,1965,,,"Garage, Garage - Attached, Covered",,2020-11-03 00:00:00,912500,2020-04-12 00:00:00,999000,205,2020,11,3,-0.08658658658658659,0,0,0,0,0,1,0,0,0,0,0,0
,,,137 E 66th St APT 1B,10065,1918,,,0 spaces,,2020-09-30 00:00:00,925000,,,,2020,9,30,,0,0,0,0,0,1,0,0,0,0,0,0
2,1,780,420 East 64th Street Apt. W9c,10065,,,,0 spaces,,2020-08-30 00:00:00,850000,,,,2020,8,30,,0,0,0,0,0,1,0,0,0,0,0,0
2,3,,650 Park Ave APT 5C,10065,1962,,Central,0 spaces,Other interior features,2020-08-23 00:00:00,1575000,2019-05-04 00:00:00,1975000,477,2020,8,23,-0.20253164556962025,1,0,0,0,0,1,0,0,0,0,0,0
,,,860 5th Ave APT 6C,10065,1950,,,0 spaces,,2020-08-04 00:00:00,2100000,,,,2020,8,4,,0,0,0,0,0,1,0,0,0,0,0,0
,,,825 5th Ave #SR-43,10065,1927,,,0 spaces,,2020-08-02 00:00:00,100000,,,,2020,8,2,,0,0,0,0,0,1,0,0,0,0,0,0
3,5,4073,400 E 67th St PENTHOUSE 31,10065,2005,,Central,0 spaces,Other interior features,2020-07-30 00:00:00,9990000,2020-03-19 00:00:00,12000000,133,2020,7,30,-0.1675,1,0,0,0,0,1,0,0,0,0,0,0
2,2,1349,200 E 66th St APT C1702,10065,1951,,,Covered,,2020-07-27 00:00:00,1875000,2020-02-17 00:00:00,2150000,161,2020,7,27,-0.12790697674418605,1,0,0,0,0,1,0,0,0,0,0,0
4,3,2622,130 E 67th St #3DG,10065,1908,,Central,0 spaces,Other interior features,2020-06-25 00:00:00,4000000,2019-01-30 00:00:00,5200000,512,2020,6,25,-0.23076923076923078,0,0,0,0,0,1,0,0,0,0,0,0
,,5432,146 E 62nd St,10065,1905,,,0 spaces,,2020-06-07 00:00:00,7800000,,,,2020,6,7,,0,0,0,0,0,0,1,0,0,0,0,0
,,6304,154-156 E 63rd St,10065,1899,,,0 spaces,,2020-05-05 00:00:00,15250000,,,,2020,5,5,,0,0,0,0,0,0,1,0,0,0,0,0
2,,2000,130 E 67th St #2C,10065,1908,,,0 spaces,,2020-03-31 00:00:00,2175000,,,,2020,3,31,,0,0,0,0,0,1,0,0,0,0,0,0
4,3,,53 E 66th St APT 6B,10065,1924,,,0 spaces,Appliances included: Dishwasher,2020-03-18 00:00:00,2506000,2017-11-10 00:00:00,3800000,859,2020,3,18,-0.3405263157894737,1,0,0,0,0,1,0,0,0,0,0,0
1,1,625,150 E 61st St APT 16A,10065,1960,,,0 spaces,,2020-03-11 00:00:00,540000,2019-10-29 00:00:00,575000,134,2020,3,11,-0.06086956521739131,0,0,0,0,0,1,0,0,0,0,0,0
,,324854,1296 2nd Ave #8S,10065,1931,,,0 spaces,,2020-03-02 00:00:00,724500,,,,2020,3,2,,0,0,0,0,0,1,0,0,0,0,0,0
2,2,1200,167 E 67th St APT 14C,10065,1960,,,0 spaces,"Appliances included: Dishwasher, Dryer, Freezer, Microwave, Range / Oven, Refrigerator, Washer",2020-02-13 00:00:00,1415000,2019-10-24 00:00:00,1480000,112,2020,2,13,-0.04391891891891892,0,0,0,0,0,1,0,0,0,0,0,0
